ISIN,Status,conId,Symbol,LocalSymbol,SecurityType,PrimaryExchange,Exchange,Currency,LongName,FirstHistoricalDate,ContractMatches,Error
FR0004186856,NO_HEAD_TIMESTAMP,41657041,VETO,VETO,STK,SBF,SMART,EUR,VETOQUINOL SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004187367,NO_HEAD_TIMESTAMP,43638548,ALFRE,ALFRE,STK,SBF,SMART,EUR,FREELANCE.COM,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0004527638,NO_HEAD_TIMESTAMP,2953181,EXE,EXE,STK,SBF,SMART,EUR,EXEL INDUSTRIES SA-A SHS,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0005175080,NO_HEAD_TIMESTAMP,29857481,TNG,TNG,STK,SBF,SMART,EUR,TRANSGENE SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0005691656,NO_HEAD_TIMESTAMP,6756292,TRI,TRI,STK,SBF,SMART,EUR,TRIGANO SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0006174348,NO_HEAD_TIMESTAMP,47010035,BVI,BVI,STK,SBF,SMART,EUR,BUREAU VERITAS SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0006864484,NO_HEAD_TIMESTAMP,6756404,LPE,LPE,STK,SBF,SMART,EUR,LAURENT-PERRIER,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010040865,NO_HEAD_TIMESTAMP,1411212,GFC,GFC,STK,SBF,SMART,EUR,GECINA SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010112524,NO_HEAD_TIMESTAMP,31747853,NXI,NXI,STK,SBF,SMART,EUR,NEXITY,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010131409,NO_HEAD_TIMESTAMP,197056136,ALLIX,ALLIX,STK,SBF,SMART,EUR,WALLIX GROUP,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010151589,NO_HEAD_TIMESTAMP,33139645,ALCAF,ALCAF,STK,SBF,SMART,EUR,CAFOM SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010202606,NO_HEAD_TIMESTAMP,43737674,ALBFR,ALBFR,STK,SBF,SMART,EUR,SIDETRADE,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010208488,NO_HEAD_TIMESTAMP,35052259,ENGI,ENGI,STK,SBF,SMART,EUR,ENGIE,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010220475,NO_HEAD_TIMESTAMP,35428035,ALO,ALO,STK,SBF,SMART,EUR,ALSTOM,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010221234,NO_HEAD_TIMESTAMP,37082760,ETL,ETL,STK,SBF,SMART,EUR,EUTELSAT COMMUNICATIONS,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010241638,NO_HEAD_TIMESTAMP,36302931,MERY,MERY,STK,SBF,SMART,EUR,MERCIALYS,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010259150,NO_HEAD_TIMESTAMP,37108701,IPN,IPN,STK,SBF,SMART,EUR,IPSEN,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010263202,NO_HEAD_TIMESTAMP,37221650,PAR,PAR,STK,SBF,SMART,EUR,PAREF,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010291245,NO_HEAD_TIMESTAMP,102555965,VMX,VMX,STK,SBF,SMART,EUR,VERIMATRIX SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010298620,NO_HEAD_TIMESTAMP,38552833,MEMS,MEMS,STK,SBF,SMART,EUR,MEMSCAP SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010307819,NO_HEAD_TIMESTAMP,38715873,LR,LR,STK,SBF,SMART,EUR,LEGRAND SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010313833,NO_HEAD_TIMESTAMP,38980618,AKE,AKE,STK,SBF,SMART,EUR,ARKEMA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010315770,NO_HEAD_TIMESTAMP,39082748,WLD,WLD,STK,SBF,SMART,EUR,AM MSCI WORLD SP II ETF DIST,,3,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010331421,NO_HEAD_TIMESTAMP,41544466,IPH,IPH,STK,SBF,SMART,EUR,INNATE PHARMA SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010340141,NO_HEAD_TIMESTAMP,40340209,ADP,ADP,STK,SBF,SMART,EUR,ADP,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010353888,NO_HEAD_TIMESTAMP,43645613,ALMDG,ALMDG,STK,SBF,SMART,EUR,MGI DIGITAL GRAPHIC TECHNOLO,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010361683,NO_HEAD_TIMESTAMP,41600849,INR,INR,STK,SBF,SMART,EUR,AM MSCI INDIA SP ETF EUR ACC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010380626,NO_HEAD_TIMESTAMP,42429648,ALPRG,ALPRG,STK,SBF,SMART,EUR,PROLOGUE - REG,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010396309,NO_HEAD_TIMESTAMP,43244282,ALHIT,ALHIT,STK,SBF,SMART,EUR,HITECHPROS,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010397232,NO_HEAD_TIMESTAMP,115225874,ALNOV,ALNOV,STK,SBF,SMART,EUR,NOVACYT,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010411983,NO_HEAD_TIMESTAMP,42344148,SCR,SCR,STK,SBF,SMART,EUR,SCOR SE,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010417345,NO_HEAD_TIMESTAMP,105257477,DBV,DBV,STK,SBF,SMART,EUR,DBV TECHNOLOGIES SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010424697,NO_HEAD_TIMESTAMP,43737661,ALENT,ALENT,STK,SBF,SMART,EUR,ETHERO,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010425595,NO_HEAD_TIMESTAMP,43645658,ALCLS,ALCLS,STK,SBF,SMART,EUR,CELLECTIS,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010428771,NO_HEAD_TIMESTAMP,42855504,EFG,EFG,STK,SBF,SMART,EUR,EAGLE FOOTBALL GROUP,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010451203,NO_HEAD_TIMESTAMP,43625869,RXL,RXL,STK,SBF,SMART,EUR,REXEL SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010465534,NO_HEAD_TIMESTAMP,146223352,ALEO2,ALEO2,STK,SBF,SMART,EUR,EO2,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010481960,NO_HEAD_TIMESTAMP,44928901,ARG,ARG,STK,SBF,SMART,EUR,ARGAN,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010483768,NO_HEAD_TIMESTAMP,44638872,CRBP2,CRBP2,STK,SBF,SMART,EUR,CRCAM BRIE PIC2-CCI,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010485268,NO_HEAD_TIMESTAMP,45089083,ALFPC,ALFPC,STK,SBF,SMART,EUR,FOUNTAINE PAJOT SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010490920,NO_HEAD_TIMESTAMP,45089086,ALECP,ALECP,STK,SBF,SMART,EUR,EUROPACORP,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010533075,NO_HEAD_TIMESTAMP,47193678,GET,GET,STK,SBF,SMART,EUR,GETLINK SE,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010557264,NO_HEAD_TIMESTAMP,74724896,AB,AB,STK,SBF,SMART,EUR,AB SCIENCE SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010588079,NO_HEAD_TIMESTAMP,49953672,FREY,FREY,STK,SBF,SMART,EUR,FREY,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010609206,NO_HEAD_TIMESTAMP,100292288,OREGE,OREGE,STK,SBF,SMART,EUR,OREGE,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010609263,NO_HEAD_TIMESTAMP,90602803,ALMKT,ALMKT,STK,SBF,SMART,EUR,MAUNA KEA TECHNOLOGIES,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010641449,NO_HEAD_TIMESTAMP,74263689,ALAGR,ALAGR,STK,SBF,SMART,EUR,AGROGENERATION,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010655712,NO_HEAD_TIMESTAMP,54197761,CG1,CG1,STK,SBF,SMART,EUR,AMUNDI ETF DAX UCITS ETF DR,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010667147,NO_HEAD_TIMESTAMP,158556294,COFA,COFA,STK,SBF,SMART,EUR,COFACE SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010717090,NO_HEAD_TIMESTAMP,71659767,CD8,CD8,STK,SBF,SMART,EUR,AM MSCI EMU HIGH DVD ETF ACC,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010722819,NO_HEAD_TIMESTAMP,321100387,ALKAL,ALKAL,STK,SBF,SMART,EUR,KALRAY SADIR,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010755611,NO_HEAD_TIMESTAMP,83666016,CL2,CL2,STK,SBF,SMART,EUR,AM MSCI USA DLY 2X L ETF ACC,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010756114,NO_HEAD_TIMESTAMP,71659687,CM9,CM9,STK,SBF,SMART,EUR,AM MSCI WORLD EX EMU ETF ACC,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010766667,NO_HEAD_TIMESTAMP,312993069,ALVU,ALVU,STK,SBF,SMART,EUR,VENTE-UNIQUE.COM SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010820274,NO_HEAD_TIMESTAMP,100292545,ALREW,ALUNI,STK,SBF,SMART,EUR,UNIFY GROUP,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010828137,NO_HEAD_TIMESTAMP,70718461,CARM,CARM,STK,SBF,SMART,EUR,CARMILA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010889386,NO_HEAD_TIMESTAMP,75776071,ALQWA,ALQWA,STK,SBF,SMART,EUR,QWAMPLIFY SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010908533,NO_HEAD_TIMESTAMP,76721301,EDEN,EDEN,STK,SBF,SMART,EUR,EDENRED,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0010929125,NO_HEAD_TIMESTAMP,105926934,IDL,IDL,STK,SBF,SMART,EUR,ID LOGISTICS GROUP,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011005933,NO_HEAD_TIMESTAMP,86174394,ALBIO,ALBIO,STK,SBF,SMART,EUR,BIOSYNEX,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011033083,NO_HEAD_TIMESTAMP,86656757,ALMOU,ALMOU,STK,SBF,SMART,EUR,MOULINVEST SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011038348,NO_HEAD_TIMESTAMP,87877208,ALKLA,ALKLA,STK,SBF,SMART,EUR,KLARSEN,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011040500,NO_HEAD_TIMESTAMP,89464626,AXW,74SW,STK,SBF,SMART,EUR,74SOFTWARE SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011042753,NO_HEAD_TIMESTAMP,96124519,IBEXA,IBEXA,STK,BM,SMART,EUR,AMUND IBEX35 DAD 2X,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011049824,NO_HEAD_TIMESTAMP,88384983,ALMDT,ALMDT,STK,SBF,SMART,EUR,MEDIAN TECHNOLOGIES,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011179886,NO_HEAD_TIMESTAMP,103102358,ALINS,ALINS,STK,SBF,SMART,EUR,INTRASENSE SAS,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011184241,NO_HEAD_TIMESTAMP,102268177,ADOC,ADOC,STK,SBF,SMART,EUR,ADOCIA SAS,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011271600,NO_HEAD_TIMESTAMP,148713051,ALGAE,ALGAE,STK,SBF,SMART,EUR,FERMENTALG,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011341205,NO_HEAD_TIMESTAMP,116336146,NANO,NANO,STK,SBF,SMART,EUR,NANOBIOTIX,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011365907,NO_HEAD_TIMESTAMP,499318395,ALBOA,ALBOA,STK,SBF,SMART,EUR,BOA CONCEPT SACA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011464452,NO_HEAD_TIMESTAMP,126645872,ALSGD,ALSGD,STK,SBF,SMART,EUR,SPINEGUARD SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011466069,NO_HEAD_TIMESTAMP,126778285,EKI,EKI,STK,SBF,SMART,EUR,EKINOPS,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011475078,NO_HEAD_TIMESTAMP,127011939,JPNH,JPNH,STK,SBF,SMART,EUR,AMI JAPAN TOPIX-D-HDG-EUR,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011476928,NO_HEAD_TIMESTAMP,129131481,FNAC,FNAC,STK,SBF,SMART,EUR,FNAC DARTY SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011532225,NO_HEAD_TIMESTAMP,343942460,ALVGO,ALVGO,STK,SBF,SMART,EUR,VOGO SACA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011550185,NO_HEAD_TIMESTAMP,134419957,ESE,ESE,STK,SBF,SMART,EUR,BNP EASY S&P 500 EUR,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011636083,NO_HEAD_TIMESTAMP,140931147,ALNLF,ALNLF,STK,SBF,SMART,EUR,NEOLIFE,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011648716,NO_HEAD_TIMESTAMP,140195371,ALCRB,ALCRB,STK,SBF,SMART,EUR,CARBIOS,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011665280,NO_HEAD_TIMESTAMP,140392713,FGA,FGA,STK,SBF,SMART,EUR,FIGEAC-AERO,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011675362,NOT_FOUND,,,,,,,,,,0,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
FR0011716265,NO_HEAD_TIMESTAMP,144342776,ALCJ,ALCJ,STK,SBF,SMART,EUR,CROSSJECT,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011720911,NO_HEAD_TIMESTAMP,165708864,CNAA,CNAA,STK,SBF,SMART,EUR,AMUNDI MSCI CHINA A UCITS ET,,3,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011726835,NO_HEAD_TIMESTAMP,145200301,GTT,GTT,STK,SBF,SMART,EUR,GAZTRANSPORT ET TECHNIGA SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011742329,NOT_FOUND,,,,,,,,,,0,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
FR0011857234,NO_HEAD_TIMESTAMP,156951375,MD4X,MD4X,STK,IBIS,SMART,EUR,AMUNDI MDAX UCITS ETF,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011858190,NO_HEAD_TIMESTAMP,151053675,ALREA,ALREA,STK,SBF,SMART,EUR,REALITES,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011898584,NO_HEAD_TIMESTAMP,282744031,ALUVI,ALUVI,STK,SBF,SMART,EUR,UV GERMI SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011950682,NO_HEAD_TIMESTAMP,158031287,SEFER,ALFER,STK,SBF,SMART,EUR,SERGE FERRARI GROUP,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011950732,NO_HEAD_TIMESTAMP,155278945,ELIOR,ELIOR,STK,SBF,SMART,EUR,ELIOR GROUP,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0011992700,NO_HEAD_TIMESTAMP,160209340,ATEME,ATEME,STK,SBF,SMART,EUR,ATEME SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0012127173,NO_HEAD_TIMESTAMP,188550543,OSE,OSE,STK,SBF,SMART,EUR,OSE IMMUNO,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0012333284,NO_HEAD_TIMESTAMP,198163406,ABVX,ABVX,STK,SBF,SMART,EUR,ABIVAX SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0012432516,NO_HEAD_TIMESTAMP,183004988,POXEL,POXEL,STK,SBF,SMART,EUR,POXEL SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0012435121,NO_HEAD_TIMESTAMP,183530579,ELIS,ELIS,STK,SBF,SMART,EUR,ELIS SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0012532810,NO_HEAD_TIMESTAMP,523162999,WAGA,WAGA,STK,SBF,SMART,EUR,WAGA ENERGY SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0012612646,NO_HEAD_TIMESTAMP,187012617,PARP,PARP,STK,SBF,SMART,EUR,GROUPE PARTOUCHE SA-REGR,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0012616852,NO_HEAD_TIMESTAMP,188525307,ABNX,ABNX,STK,SBF,SMART,EUR,ABIONYX PHARMA SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0012634822,NO_HEAD_TIMESTAMP,524663380,MAAT,MAAT,STK,SBF,SMART,EUR,MAAT PHARMA SACA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0012739431,NO_HEAD_TIMESTAMP,201382169,ETDD,ETDD,STK,SBF,SMART,EUR,BNP PAR EA EUSO 50 UC ET-ECC,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0012740983,NO_HEAD_TIMESTAMP,201382172,ETBB,ETBB,STK,SBF,SMART,EUR,BNP P EURO STOXX 50 UCITS,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0012757854,NO_HEAD_TIMESTAMP,196130922,SPIE,SPIE,STK,SBF,SMART,EUR,SPIE SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0012819381,NO_HEAD_TIMESTAMP,198437731,ALGIL,ALGIL,STK,SBF,SMART,EUR,GROUPE GUILLIN,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0012821890,NO_HEAD_TIMESTAMP,201312426,ALDUX,ALDUX,STK,SBF,SMART,EUR,ADUX,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0012821916,NO_HEAD_TIMESTAMP,201312431,ALHYP,ALHYP,STK,SBF,SMART,EUR,HIPAY GROUP SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0012872141,NO_HEAD_TIMESTAMP,201382220,JBOG,JBOG,STK,SBF,SMART,EUR,JACQUES BOGART,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013006558,NO_HEAD_TIMESTAMP,211428398,SRP,SRP,STK,SBF,SMART,EUR,SHOWROOMPRIVE,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013018124,NO_HEAD_TIMESTAMP,210450823,ALCOX,ALCOX,STK,SBF,SMART,EUR,NICOX SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013041530,NO_HEAD_TIMESTAMP,211920316,ESEH,ESEH,STK,SBF,SMART,EUR,BNP EASY S&P 500 EH,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013053535,NO_HEAD_TIMESTAMP,215107086,ALMLB,ALMLB,STK,SBF,SMART,EUR,MILIBOO SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013143872,NO_HEAD_TIMESTAMP,229291211,ALWIT,ALWIT,STK,SBF,SMART,EUR,WITBE.NET,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013153541,NO_HEAD_TIMESTAMP,235165280,MDM,MDM,STK,SBF,SMART,EUR,MAISONS DU MONDE SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013154002,NO_HEAD_TIMESTAMP,232287054,DIM,DIM,STK,SBF,SMART,EUR,SARTORIUS STEDIM BIOTECH,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013176526,NO_HEAD_TIMESTAMP,235161255,FR,FR,STK,SBF,SMART,EUR,VALEO,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013183985,NO_HEAD_TIMESTAMP,240411086,SIGHT,SIGHT,STK,SBF,SMART,EUR,GENSIGHT BIOLOGICS SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013185857,NO_HEAD_TIMESTAMP,251383214,ABEO,ABEO,STK,SBF,SMART,EUR,ABEO SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013214145,NO_HEAD_TIMESTAMP,292911562,SMCP,SMCP,STK,SBF,SMART,EUR,SMCP SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013227113,NO_HEAD_TIMESTAMP,261734723,SOI,SOI,STK,SBF,SMART,EUR,S.O.I.T.E.C.,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013230612,NO_HEAD_TIMESTAMP,268856543,TKO,TKO,STK,SBF,SMART,EUR,TIKEHAU CAPITAL,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013233012,NO_HEAD_TIMESTAMP,265972410,IVA,IVA,STK,SBF,SMART,EUR,INVENTIVA SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013240934,NO_HEAD_TIMESTAMP,282656882,ALERS,ALERS,STK,SBF,SMART,EUR,EUROBIO-SCIENTIFIC,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013252186,NO_HEAD_TIMESTAMP,274688619,PVL,ALPVL,STK,SBF,SMART,EUR,PLASTIVALOIRE,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013254851,NO_HEAD_TIMESTAMP,278380943,ALVAL,ALVAL,STK,SBF,SMART,EUR,VALBIOTIS SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013269123,NO_HEAD_TIMESTAMP,282449256,RUI,RUI,STK,SBF,SMART,EUR,RUBIS,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013280286,NO_HEAD_TIMESTAMP,289170620,BIM,BIM,STK,SBF,SMART,EUR,BIOMERIEUX,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013283108,NO_HEAD_TIMESTAMP,290467886,ALDLT,ALDLT,STK,SBF,SMART,EUR,DELTA PLUS GROUP,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013286259,NO_HEAD_TIMESTAMP,294356458,ALTHX,ALTHX,STK,SBF,SMART,EUR,THX PHARMA SACA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013295789,NO_HEAD_TIMESTAMP,297781308,TFF,TFF,STK,SBF,SMART,EUR,TFF GROUP,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013296746,NO_HEAD_TIMESTAMP,298635376,ALDVI,ALDVI,STK,SBF,SMART,EUR,ADVICENNE,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013308582,NO_HEAD_TIMESTAMP,483457343,ALLGO,ALLGO,STK,SBF,SMART,EUR,LARGO SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013318052,NO_HEAD_TIMESTAMP,325361859,ALORD,ALORD,STK,SBF,SMART,EUR,ORDISSIMO SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013326246,NO_HEAD_TIMESTAMP,320358733,URW,URW,STK,SBF,SMART,EUR,UNIBAIL-RODAMCO-WESTFIELD,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013330792,NO_HEAD_TIMESTAMP,320057588,ALNN6,ALNN6,STK,SBF,SMART,EUR,ENENSYS TECHNOLOGIES SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013331212,NO_HEAD_TIMESTAMP,319088057,ALDNE,ALDNE,STK,SBF,SMART,EUR,DONT NOD ENTERTAINMENT SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013333077,NO_HEAD_TIMESTAMP,496044659,CVX,CVX,STK,SBF,SMART,EUR,CARVOLIX SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013333432,NO_HEAD_TIMESTAMP,317109943,THEP,THEP,STK,SBF,SMART,EUR,THERMADOR GROUPE,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013341781,NO_HEAD_TIMESTAMP,322796566,AL2SI,AL2SI,STK,SBF,SMART,EUR,2CRSI SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013344173,NO_HEAD_TIMESTAMP,325214096,RBO,RBO,STK,SBF,SMART,EUR,ROCHE BOBOIS SA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
FR0013345493,NO_HEAD_TIMESTAMP,325357664,ALTUV,ALTUV,STK,SBF,SMART,EUR,BIO-UV GROUP SAS,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
